id,sku,supplier,warehouse,quantity,unit_price,date_ordered,promised_date,fulfilled_date,status
1528,TIR-300,Supplier D,CA,195,3443.75,2025-03-05,2025-03-22,2025-03-24,fulfilled
1529,PTO-300,Supplier C,TX,209,2871,2025-02-27,2025-03-20,2025-04-10,fulfilled
1530,FUE-300,Supplier E,CA,203,1687.8,2025-03-11,2025-03-27,2025-04-25,fulfilled
1531,ENG-400,Supplier A,FL,193,42400,2025-02-14,2025-03-21,2025-04-02,fulfilled
1532,TRN-400,Supplier C,NY,189,26235,2025-02-21,2025-03-26,2025-04-21,fulfilled
1533,HYD-400,Supplier C,CA,169,9182.25,2025-02-26,2025-03-19,2025-04-11,fulfilled
1534,FAX-400,Supplier D,TX,176,10070,2025-02-25,2025-03-22,2025-03-27,fulfilled
1535,RAX-400,Supplier B,CA,168,14177.5,2025-02-22,2025-03-22,2025-03-30,fulfilled
1536,CAB-400,Supplier C,NY,203,18364.5,2025-02-16,2025-03-19,2025-04-14,fulfilled
1537,ECU-400,Supplier A,TX,190,3975,2025-03-05,2025-03-23,2025-04-02,fulfilled
1538,TIR-400,Supplier B,IL,175,7088.75,2025-03-11,2025-03-25,2025-03-28,fulfilled
1539,PTO-400,Supplier C,FL,193,5247,2025-03-06,2025-03-27,2025-04-09,fulfilled
1540,FUE-400,Supplier E,TX,196,3084.6,2025-03-10,2025-03-26,2025-04-23,fulfilled
1541,ENG-500,Supplier A,NY,176,76800,2025-02-18,2025-03-25,2025-04-13,fulfilled
1542,TRN-500,Supplier E,FL,139,46560,2025-02-13,2025-03-21,2025-03-26,fulfilled
1543,HYD-500,Supplier A,FL,165,16800,2025-02-26,2025-03-25,2025-04-06,fulfilled
1544,FAX-500,Supplier D,CA,155,18240,2025-02-20,2025-03-17,2025-04-03,fulfilled
1545,RAX-500,Supplier D,NY,165,22800,2025-02-21,2025-03-18,2025-04-04,fulfilled
1546,CAB-500,Supplier C,TX,149,33264,2025-02-15,2025-03-18,2025-04-02,fulfilled
1547,ECU-500,Supplier A,IL,158,7200,2025-03-07,2025-03-25,2025-04-15,fulfilled
1548,TIR-500,Supplier B,FL,151,12840,2025-03-08,2025-03-22,2025-03-31,fulfilled
1549,PTO-500,Supplier D,CA,164,9120,2025-03-01,2025-03-25,2025-03-30,fulfilled
1550,FUE-500,Supplier E,FL,156,5587.2,2025-03-01,2025-03-17,2025-03-19,fulfilled
1551,ENG-100,Supplier A,FL,121,4480,2025-03-19,2025-04-23,2025-04-26,fulfilled
1552,TRN-100,Supplier E,CA,137,2716,2025-03-13,2025-04-18,2025-04-25,fulfilled
1553,HYD-100,Supplier E,IL,129,950.6,2025-03-24,2025-04-17,2025-04-19,fulfilled
1554,FAX-100,Supplier A,CA,134,1120,2025-03-27,2025-04-24,2025-04-26,fulfilled
1555,RAX-100,Supplier B,FL,123,1498,2025-03-25,2025-04-22,2025-05-02,fulfilled
1556,CAB-100,Supplier E,TX,116,1901.2,2025-03-24,2025-04-21,2025-05-13,fulfilled
1557,ECU-100,Supplier C,NY,136,415.8,2025-03-30,2025-04-20,2025-04-20,fulfilled
1558,TIR-100,Supplier D,TX,132,665,2025-04-06,2025-04-23,2025-05-04,fulfilled
1559,PTO-100,Supplier D,IL,120,532,2025-03-28,2025-04-21,2025-05-09,fulfilled
1560,FUE-100,Supplier A,CA,127,336,2025-04-04,2025-04-23,2025-05-20,fulfilled
1561,ENG-200,Supplier B,IL,142,9929.6,2025-03-19,2025-04-26,2025-04-26,fulfilled
1562,TRN-200,Supplier E,TX,149,5626,2025-03-12,2025-04-17,2025-04-20,fulfilled
1563,HYD-200,Supplier E,FL,141,1969.1,2025-03-25,2025-04-18,2025-04-18,fulfilled
1564,FAX-200,Supplier A,NY,144,2320,2025-03-27,2025-04-24,2025-05-20,fulfilled
1565,RAX-200,Supplier D,IL,153,2755,2025-03-23,2025-04-17,2025-04-28,fulfilled
1566,CAB-200,Supplier C,TX,158,4019.4,2025-03-25,2025-04-25,2025-05-19,fulfilled
1567,ECU-200,Supplier A,IL,146,870,2025-04-06,2025-04-24,2025-05-20,fulfilled
1568,TIR-200,Supplier D,IL,132,1377.5,2025-04-09,2025-04-26,2025-05-05,fulfilled
1569,PTO-200,Supplier C,TX,146,1148.4,2025-04-01,2025-04-22,2025-05-05,fulfilled
1570,FUE-200,Supplier E,NY,147,675.12,2025-04-06,2025-04-22,2025-05-12,fulfilled
1571,ENG-300,Supplier D,IL,127,22040,2025-03-08,2025-04-18,2025-05-14,fulfilled
1572,TRN-300,Supplier C,FL,136,14355,2025-03-16,2025-04-18,2025-05-14,fulfilled
1573,HYD-300,Supplier C,CA,131,5024.25,2025-03-26,2025-04-16,2025-04-25,fulfilled
1574,FAX-300,Supplier A,NY,137,5800,2025-03-23,2025-04-20,2025-05-18,fulfilled
1575,RAX-300,Supplier B,FL,141,7757.5,2025-03-25,2025-04-22,2025-05-02,fulfilled
1576,CAB-300,Supplier C,TX,149,10048.5,2025-03-23,2025-04-23,2025-05-19,fulfilled
1577,ECU-300,Supplier C,NY,147,2153.25,2025-04-05,2025-04-26,2025-05-25,fulfilled
1578,TIR-300,Supplier B,NY,138,3878.75,2025-04-07,2025-04-21,2025-04-26,fulfilled
1579,PTO-300,Supplier D,TX,141,2755,2025-03-23,2025-04-16,2025-05-08,fulfilled
1580,FUE-300,Supplier E,NY,131,1687.8,2025-04-07,2025-04-23,2025-05-18,fulfilled
1581,ENG-400,Supplier D,CA,180,40280,2025-03-13,2025-04-23,2025-05-11,fulfilled
1582,TRN-400,Supplier B,TX,199,28355,2025-03-18,2025-04-17,2025-04-18,fulfilled
1583,HYD-400,Supplier C,IL,196,9182.25,2025-03-30,2025-04-20,2025-04-22,fulfilled
1584,FAX-400,Supplier D,NY,192,10070,2025-03-28,2025-04-22,2025-05-15,fulfilled
1585,RAX-400,Supplier B,IL,179,14177.5,2025-03-19,2025-04-16,2025-05-02,fulfilled
1586,CAB-400,Supplier E,CA,192,17993.5,2025-03-20,2025-04-17,2025-05-12,fulfilled
1587,ECU-400,Supplier A,IL,196,3975,2025-04-02,2025-04-20,2025-05-11,fulfilled
1588,TIR-400,Supplier D,IL,175,6293.75,2025-04-07,2025-04-24,2025-04-29,fulfilled
1589,PTO-400,Supplier C,FL,189,5247,2025-03-31,2025-04-21,2025-04-25,fulfilled
1590,FUE-400,Supplier E,CA,191,3084.6,2025-04-08,2025-04-24,2025-05-01,fulfilled
1591,ENG-500,Supplier D,FL,191,72960,2025-03-08,2025-04-18,2025-04-28,fulfilled
1592,TRN-500,Supplier B,FL,196,51360,2025-03-21,2025-04-20,2025-04-29,fulfilled
1593,HYD-500,Supplier C,FL,190,16632,2025-03-31,2025-04-21,2025-05-15,fulfilled
1594,FAX-500,Supplier D,NY,187,18240,2025-03-31,2025-04-25,2025-05-05,fulfilled
1595,RAX-500,Supplier D,NY,190,22800,2025-03-25,2025-04-19,2025-05-07,fulfilled
1596,CAB-500,Supplier E,NY,203,32592,2025-03-22,2025-04-19,2025-05-11,fulfilled
1597,ECU-500,Supplier C,FL,182,7128,2025-03-26,2025-04-16,2025-04-18,fulfilled
1598,TIR-500,Supplier D,FL,194,11400,2025-04-06,2025-04-23,2025-05-20,fulfilled
1599,PTO-500,Supplier D,TX,202,9120,2025-03-27,2025-04-20,2025-05-12,fulfilled
1600,FUE-500,Supplier E,TX,215,5587.2,2025-04-02,2025-04-18,2025-05-07,fulfilled
1601,ENG-100,Supplier A,FL,113,4480,2025-04-16,2025-05-21,2025-05-24,fulfilled
1602,TRN-100,Supplier B,IL,107,2996,2025-04-18,2025-05-18,2025-05-20,fulfilled
1603,HYD-100,Supplier C,TX,111,970.2,2025-04-27,2025-05-18,2025-05-24,fulfilled
1604,FAX-100,Supplier D,CA,106,1064,2025-04-26,2025-05-21,2025-05-24,fulfilled
1605,RAX-100,Supplier B,FL,114,1498,2025-04-22,2025-05-20,2025-06-06,fulfilled
1606,CAB-100,Supplier C,TX,115,1940.4,2025-04-24,2025-05-25,2025-06-17,fulfilled
1607,ECU-100,Supplier C,CA,106,415.8,2025-04-28,2025-05-19,2025-06-07,fulfilled
1608,TIR-100,Supplier B,TX,122,749,2025-05-13,2025-05-27,2025-06-12,fulfilled
1609,PTO-100,Supplier D,NY,106,532,2025-04-30,2025-05-24,2025-06-19,fulfilled
1610,FUE-100,Supplier B,IL,110,359.52,2025-05-03,2025-05-25,2025-06-02,fulfilled
1611,ENG-200,Supplier A,FL,103,9280,2025-04-16,2025-05-21,2025-06-09,fulfilled
1612,TRN-200,Supplier B,IL,98,6206,2025-04-21,2025-05-21,2025-05-23,fulfilled
1613,HYD-200,Supplier E,FL,101,1969.1,2025-04-26,2025-05-20,2025-05-24,fulfilled
1614,FAX-200,Supplier A,FL,99,2320,2025-04-26,2025-05-24,2025-06-18,fulfilled
1615,RAX-200,Supplier D,FL,103,2755,2025-04-22,2025-05-17,2025-06-03,fulfilled
1616,CAB-200,Supplier C,TX,96,4019.4,2025-04-22,2025-05-23,2025-06-09,fulfilled
1617,ECU-200,Supplier A,CA,94,870,2025-05-05,2025-05-23,2025-06-04,fulfilled
1618,TIR-200,Supplier B,FL,96,1551.5,2025-05-05,2025-05-19,2025-05-29,fulfilled
1619,PTO-200,Supplier C,IL,93,1148.4,2025-05-02,2025-05-23,2025-06-07,fulfilled
1620,FUE-200,Supplier E,TX,96,675.12,2025-05-09,2025-05-25,2025-06-23,fulfilled
1621,ENG-300,Supplier B,IL,106,24824,2025-04-19,2025-05-27,2025-05-31,fulfilled
1622,TRN-300,Supplier B,IL,108,15515,2025-04-19,2025-05-19,2025-05-30,fulfilled
1623,HYD-300,Supplier C,CA,112,5024.25,2025-04-26,2025-05-17,2025-05-23,fulfilled
1624,FAX-300,Supplier D,TX,103,5510,2025-04-25,2025-05-20,2025-06-15,fulfilled
1625,RAX-300,Supplier D,TX,106,6887.5,2025-04-29,2025-05-24,2025-05-24,fulfilled
1626,CAB-300,Supplier E,TX,110,9845.5,2025-04-20,2025-05-18,2025-05-25,fulfilled
1627,ECU-300,Supplier C,TX,105,2153.25,2025-04-30,2025-05-21,2025-06-06,fulfilled
1628,TIR-300,Supplier D,IL,103,3443.75,2025-05-09,2025-05-26,2025-05-26,fulfilled
1629,PTO-300,Supplier C,NY,104,2871,2025-05-05,2025-05-26,2025-05-27,fulfilled
1630,FUE-300,Supplier E,FL,103,1687.8,2025-05-04,2025-05-20,2025-06-04,fulfilled
1631,ENG-400,Supplier B,CA,155,45368,2025-04-12,2025-05-20,2025-05-22,fulfilled
1632,TRN-400,Supplier B,IL,139,28355,2025-04-27,2025-05-27,2025-05-29,fulfilled
1633,HYD-400,Supplier E,FL,131,8996.75,2025-04-28,2025-05-22,2025-06-15,fulfilled
1634,FAX-400,Supplier D,TX,146,10070,2025-04-29,2025-05-24,2025-06-20,fulfilled
1635,RAX-400,Supplier D,IL,153,12587.5,2025-04-26,2025-05-21,2025-06-06,fulfilled
1636,CAB-400,Supplier C,CA,146,18364.5,2025-04-20,2025-05-21,2025-06-07,fulfilled
1637,ECU-400,Supplier C,NY,150,3935.25,2025-04-28,2025-05-19,2025-05-28,fulfilled
1638,TIR-400,Supplier B,IL,153,7088.75,2025-05-04,2025-05-18,2025-05-31,fulfilled
1639,PTO-400,Supplier D,CA,165,5035,2025-04-25,2025-05-19,2025-05-20,fulfilled
1640,FUE-400,Supplier E,NY,156,3084.6,2025-05-09,2025-05-25,2025-05-28,fulfilled
1641,ENG-500,Supplier A,FL,129,76800,2025-04-20,2025-05-25,2025-06-04,fulfilled
1642,TRN-500,Supplier E,NY,149,46560,2025-04-12,2025-05-18,2025-05-25,fulfilled
1643,HYD-500,Supplier E,IL,149,16296,2025-04-29,2025-05-23,2025-06-16,fulfilled
1644,FAX-500,Supplier A,IL,149,19200,2025-04-26,2025-05-24,2025-05-30,fulfilled
1645,RAX-500,Supplier B,IL,158,25680,2025-04-28,2025-05-26,2025-06-08,fulfilled
1646,CAB-500,Supplier E,NY,162,32592,2025-04-29,2025-05-27,2025-06-25,fulfilled
1647,ECU-500,Supplier C,TX,146,7128,2025-04-27,2025-05-18,2025-06-10,fulfilled
1648,TIR-500,Supplier B,IL,159,12840,2025-05-07,2025-05-21,2025-06-05,fulfilled
1649,PTO-500,Supplier D,NY,141,9120,2025-04-24,2025-05-18,2025-05-23,fulfilled
1650,FUE-500,Supplier A,TX,149,5760,2025-05-05,2025-05-24,2025-06-04,fulfilled
1651,ENG-100,Supplier B,FL,145,4793.6,2025-05-09,2025-06-16,2025-07-02,fulfilled
1652,TRN-100,Supplier B,CA,131,2996,2025-05-18,2025-06-17,2025-06-24,fulfilled
1653,HYD-100,Supplier C,FL,140,970.2,2025-05-27,2025-06-17,2025-07-12,fulfilled
1654,FAX-100,Supplier A,IL,139,1120,2025-05-25,2025-06-22,2025-06-29,fulfilled
1655,RAX-100,Supplier D,TX,141,1330,2025-05-25,2025-06-19,2025-06-19,fulfilled
1656,CAB-100,Supplier E,NY,131,1901.2,2025-05-26,2025-06-23,2025-06-26,fulfilled
1657,ECU-100,Supplier C,CA,147,415.8,2025-05-31,2025-06-21,2025-07-07,fulfilled
1658,TIR-100,Supplier B,CA,137,749,2025-06-05,2025-06-19,2025-06-19,fulfilled
1659,PTO-100,Supplier D,NY,128,532,2025-05-25,2025-06-18,2025-07-06,fulfilled
1660,FUE-100,Supplier A,NY,148,336,2025-06-02,2025-06-21,2025-07-10,fulfilled
1661,ENG-200,Supplier A,CA,133,9280,2025-05-16,2025-06-20,2025-06-21,fulfilled
1662,TRN-200,Supplier E,NY,122,5626,2025-05-21,2025-06-26,2025-07-04,fulfilled
1663,HYD-200,Supplier A,TX,121,2030,2025-05-25,2025-06-21,2025-06-30,fulfilled
1664,FAX-200,Supplier D,TX,125,2204,2025-05-22,2025-06-16,2025-06-21,fulfilled
1665,RAX-200,Supplier D,IL,129,2755,2025-05-23,2025-06-17,2025-07-08,fulfilled
1666,CAB-200,Supplier E,CA,134,3938.2,2025-05-27,2025-06-24,2025-06-25,fulfilled
1667,ECU-200,Supplier E,NY,121,843.9,2025-05-24,2025-06-17,2025-06-19,fulfilled
1668,TIR-200,Supplier B,CA,139,1551.5,2025-06-03,2025-06-17,2025-06-19,fulfilled
1669,PTO-200,Supplier D,TX,132,1102,2025-06-01,2025-06-25,2025-06-25,fulfilled
1670,FUE-200,Supplier E,IL,117,675.12,2025-06-09,2025-06-25,2025-06-30,fulfilled
1671,ENG-300,Supplier B,TX,123,24824,2025-05-19,2025-06-26,2025-06-30,fulfilled
1672,TRN-300,Supplier C,FL,110,14355,2025-05-20,2025-06-22,2025-07-08,fulfilled
1673,HYD-300,Supplier C,CA,129,5024.25,2025-05-31,2025-06-21,2025-07-16,fulfilled
1674,FAX-300,Supplier A,CA,123,5800,2025-05-25,2025-06-22,2025-07-09,fulfilled
1675,RAX-300,Supplier B,TX,127,7757.5,2025-05-22,2025-06-19,2025-07-03,fulfilled
1676,CAB-300,Supplier C,IL,117,10048.5,2025-05-26,2025-06-26,2025-07-12,fulfilled
1677,ECU-300,Supplier A,NY,137,2175,2025-06-08,2025-06-26,2025-07-10,fulfilled
1678,TIR-300,Supplier B,IL,129,3878.75,2025-06-06,2025-06-20,2025-07-01,fulfilled
1679,PTO-300,Supplier C,IL,118,2871,2025-05-26,2025-06-16,2025-07-12,fulfilled
1680,FUE-300,Supplier B,NY,124,1861.8,2025-06-02,2025-06-24,2025-07-02,fulfilled
1681,ENG-400,Supplier D,FL,128,40280,2025-05-09,2025-06-19,2025-07-10,fulfilled
1682,TRN-400,Supplier C,NY,118,26235,2025-05-16,2025-06-18,2025-07-14,fulfilled
1683,HYD-400,Supplier A,CA,110,9275,2025-05-24,2025-06-20,2025-07-04,fulfilled
1684,FAX-400,Supplier D,IL,112,10070,2025-05-26,2025-06-20,2025-07-10,fulfilled
1685,RAX-400,Supplier B,CA,104,14177.5,2025-05-20,2025-06-17,2025-06-25,fulfilled
1686,CAB-400,Supplier E,CA,104,17993.5,2025-05-19,2025-06-16,2025-06-19,fulfilled
1687,ECU-400,Supplier C,TX,117,3935.25,2025-06-02,2025-06-23,2025-07-04,fulfilled
1688,TIR-400,Supplier D,IL,120,6293.75,2025-06-06,2025-06-23,2025-06-26,fulfilled
1689,PTO-400,Supplier D,NY,125,5035,2025-05-31,2025-06-24,2025-07-23,fulfilled
1690,FUE-400,Supplier E,NY,120,3084.6,2025-06-04,2025-06-20,2025-06-25,fulfilled
1691,ENG-500,Supplier A,FL,105,76800,2025-05-21,2025-06-25,2025-07-12,fulfilled
1692,TRN-500,Supplier B,FL,119,51360,2025-05-21,2025-06-20,2025-06-29,fulfilled
1693,HYD-500,Supplier C,TX,109,16632,2025-06-05,2025-06-26,2025-07-18,fulfilled
1694,FAX-500,Supplier A,TX,113,19200,2025-05-29,2025-06-26,2025-06-29,fulfilled
1695,RAX-500,Supplier B,NY,104,25680,2025-05-23,2025-06-20,2025-06-28,fulfilled
1696,CAB-500,Supplier C,FL,97,33264,2025-05-26,2025-06-26,2025-07-24,fulfilled
1697,ECU-500,Supplier C,FL,109,7128,2025-05-28,2025-06-18,2025-07-04,fulfilled
1698,TIR-500,Supplier D,NY,105,11400,2025-06-09,2025-06-26,2025-07-04,fulfilled
1699,PTO-500,Supplier C,IL,94,9504,2025-05-29,2025-06-19,2025-07-05,fulfilled
1700,FUE-500,Supplier E,FL,110,5587.2,2025-06-04,2025-06-20,2025-07-05,fulfilled
1701,ENG-100,Supplier A,CA,114,4480,2025-06-12,2025-07-17,2025-07-26,fulfilled
1702,TRN-100,Supplier C,FL,113,2772,2025-06-19,2025-07-22,2025-08-02,fulfilled
1703,HYD-100,Supplier C,IL,121,970.2,2025-06-30,2025-07-21,2025-08-08,fulfilled
1704,FAX-100,Supplier A,TX,102,1120,2025-06-28,2025-07-26,2025-08-17,fulfilled
1705,RAX-100,Supplier B,NY,111,1498,2025-06-27,2025-07-25,2025-07-26,fulfilled
1706,CAB-100,Supplier E,NY,104,1901.2,2025-06-19,2025-07-17,2025-07-29,fulfilled
1707,ECU-100,Supplier C,CA,114,415.8,2025-06-30,2025-07-21,2025-08-12,fulfilled
1708,TIR-100,Supplier D,IL,115,665,2025-07-01,2025-07-18,2025-08-10,fulfilled
1709,PTO-100,Supplier D,FL,105,532,2025-06-30,2025-07-24,2025-08-18,fulfilled
1710,FUE-100,Supplier B,IL,93,359.52,2025-06-25,2025-07-17,2025-07-20,fulfilled
1711,ENG-200,Supplier A,TX,75,9280,2025-06-18,2025-07-23,2025-08-08,fulfilled
1712,TRN-200,Supplier C,FL,74,5742,2025-06-19,2025-07-22,2025-07-27,fulfilled
1713,HYD-200,Supplier A,TX,72,2030,2025-06-25,2025-07-22,2025-08-14,fulfilled
1714,FAX-200,Supplier D,CA,70,2204,2025-06-24,2025-07-19,2025-07-19,fulfilled
1715,RAX-200,Supplier B,FL,75,3103,2025-06-21,2025-07-19,2025-08-03,fulfilled
1716,CAB-200,Supplier C,IL,78,4019.4,2025-06-25,2025-07-26,2025-08-12,fulfilled
1717,ECU-200,Supplier C,NY,66,861.3,2025-06-29,2025-07-20,2025-08-01,fulfilled
1718,TIR-200,Supplier D,FL,83,1377.5,2025-06-30,2025-07-17,2025-07-26,fulfilled
1719,PTO-200,Supplier D,NY,71,1102,2025-06-26,2025-07-20,2025-08-13,fulfilled
1720,FUE-200,Supplier E,TX,70,675.12,2025-07-10,2025-07-26,2025-08-23,fulfilled
1721,ENG-300,Supplier B,FL,110,24824,2025-06-13,2025-07-21,2025-07-27,fulfilled
1722,TRN-300,Supplier B,TX,118,15515,2025-06-24,2025-07-24,2025-08-05,fulfilled
1723,HYD-300,Supplier E,IL,115,4922.75,2025-06-23,2025-07-17,2025-07-23,fulfilled
1724,FAX-300,Supplier D,NY,126,5510,2025-07-02,2025-07-27,2025-07-29,fulfilled
1725,RAX-300,Supplier B,IL,116,7757.5,2025-06-22,2025-07-20,2025-08-02,fulfilled
1726,CAB-300,Supplier C,CA,119,10048.5,2025-06-20,2025-07-21,2025-07-23,fulfilled
1727,ECU-300,Supplier C,CA,112,2153.25,2025-06-27,2025-07-18,2025-08-01,fulfilled
1728,TIR-300,Supplier D,CA,108,3443.75,2025-07-05,2025-07-22,2025-07-24,fulfilled
1729,PTO-300,Supplier D,FL,105,2755,2025-07-02,2025-07-26,2025-08-05,fulfilled
1730,FUE-300,Supplier A,CA,119,1740,2025-07-06,2025-07-25,2025-08-16,fulfilled
1731,ENG-400,Supplier B,NY,102,45368,2025-06-12,2025-07-20,2025-07-22,fulfilled
1732,TRN-400,Supplier C,NY,117,26235,2025-06-18,2025-07-21,2025-07-23,fulfilled
1733,HYD-400,Supplier E,IL,118,8996.75,2025-06-23,2025-07-17,2025-07-25,fulfilled
1734,FAX-400,Supplier D,TX,115,10070,2025-07-01,2025-07-26,2025-08-20,fulfilled
1735,RAX-400,Supplier B,CA,117,14177.5,2025-06-28,2025-07-26,2025-08-09,fulfilled
1736,CAB-400,Supplier C,TX,114,18364.5,2025-06-24,2025-07-25,2025-08-20,fulfilled
1737,ECU-400,Supplier E,TX,115,3855.75,2025-07-03,2025-07-27,2025-08-04,fulfilled
1738,TIR-400,Supplier D,TX,115,6293.75,2025-07-04,2025-07-21,2025-08-03,fulfilled
1739,PTO-400,Supplier C,FL,109,5247,2025-07-04,2025-07-25,2025-08-14,fulfilled
1740,FUE-400,Supplier E,TX,115,3084.6,2025-07-11,2025-07-27,2025-08-02,fulfilled
1741,ENG-500,Supplier A,TX,98,76800,2025-06-12,2025-07-17,2025-07-30,fulfilled
1742,TRN-500,Supplier B,IL,103,51360,2025-06-23,2025-07-23,2025-08-07,fulfilled
1743,HYD-500,Supplier A,NY,113,16800,2025-06-24,2025-07-21,2025-08-19,fulfilled
1744,FAX-500,Supplier A,IL,110,19200,2025-06-19,2025-07-17,2025-07-18,fulfilled
1745,RAX-500,Supplier B,CA,109,25680,2025-06-29,2025-07-27,2025-08-10,fulfilled
1746,CAB-500,Supplier C,TX,101,33264,2025-06-16,2025-07-17,2025-07-24,fulfilled
1747,ECU-500,Supplier A,NY,113,7200,2025-07-08,2025-07-26,2025-08-15,fulfilled
1748,TIR-500,Supplier B,TX,118,12840,2025-07-10,2025-07-24,2025-07-27,fulfilled
1749,PTO-500,Supplier C,TX,108,9504,2025-07-02,2025-07-23,2025-08-12,fulfilled
1750,FUE-500,Supplier A,IL,98,5760,2025-06-29,2025-07-18,2025-08-04,fulfilled
1751,ENG-100,Supplier A,IL,110,4480,2025-07-22,2025-08-26,2025-09-01,fulfilled
1752,TRN-100,Supplier C,TX,125,2772,2025-07-25,2025-08-27,2025-09-19,fulfilled
1753,HYD-100,Supplier E,CA,104,950.6,2025-07-29,2025-08-22,2025-08-28,fulfilled
1754,FAX-100,Supplier D,CA,116,1064,2025-07-31,2025-08-25,2025-09-02,fulfilled
1755,RAX-100,Supplier D,CA,112,1330,2025-07-27,2025-08-21,2025-08-25,fulfilled
1756,CAB-100,Supplier E,FL,111,1901.2,2025-07-23,2025-08-20,2025-09-01,fulfilled
1757,ECU-100,Supplier A,FL,102,420,2025-07-30,2025-08-17,2025-08-30,fulfilled
1758,TIR-100,Supplier B,CA,105,749,2025-08-12,2025-08-26,2025-08-29,fulfilled
1759,PTO-100,Supplier C,FL,121,554.4,2025-08-02,2025-08-23,2025-09-18,fulfilled
1760,FUE-100,Supplier B,CA,117,359.52,2025-08-03,2025-08-25,2025-08-31,fulfilled
1761,ENG-200,Supplier D,CA,164,8816,2025-07-10,2025-08-20,2025-09-02,fulfilled
1762,TRN-200,Supplier B,IL,144,6206,2025-07-26,2025-08-25,2025-08-25,fulfilled
1763,HYD-200,Supplier C,CA,150,2009.7,2025-08-02,2025-08-23,2025-09-06,fulfilled
1764,FAX-200,Supplier A,IL,155,2320,2025-07-25,2025-08-22,2025-08-29,fulfilled
1765,RAX-200,Supplier B,FL,140,3103,2025-07-27,2025-08-24,2025-09-07,fulfilled
1766,CAB-200,Supplier E,NY,155,3938.2,2025-07-20,2025-08-17,2025-08-17,fulfilled
1767,ECU-200,Supplier C,CA,156,861.3,2025-07-30,2025-08-20,2025-09-13,fulfilled
1768,TIR-200,Supplier B,FL,159,1551.5,2025-08-12,2025-08-26,2025-08-30,fulfilled
1769,PTO-200,Supplier D,FL,150,1102,2025-07-31,2025-08-24,2025-09-13,fulfilled
1770,FUE-200,Supplier E,NY,148,675.12,2025-08-07,2025-08-23,2025-09-03,fulfilled
1771,ENG-300,Supplier B,CA,219,24824,2025-07-16,2025-08-23,2025-08-24,fulfilled
1772,TRN-300,Supplier C,CA,195,14355,2025-07-23,2025-08-25,2025-09-06,fulfilled
1773,HYD-300,Supplier A,IL,205,5075,2025-07-21,2025-08-17,2025-08-22,fulfilled
1774,FAX-300,Supplier D,TX,190,5510,2025-07-24,2025-08-18,2025-08-31,fulfilled
1775,RAX-300,Supplier B,CA,209,7757.5,2025-07-30,2025-08-27,2025-09-04,fulfilled
1776,CAB-300,Supplier C,TX,202,10048.5,2025-07-20,2025-08-20,2025-08-30,fulfilled
1777,ECU-300,Supplier C,TX,231,2153.25,2025-08-04,2025-08-25,2025-09-08,fulfilled
1778,TIR-300,Supplier D,FL,202,3443.75,2025-08-02,2025-08-19,2025-08-31,fulfilled
1779,PTO-300,Supplier D,NY,207,2755,2025-07-31,2025-08-24,2025-09-01,fulfilled
1780,FUE-300,Supplier E,IL,189,1687.8,2025-08-10,2025-08-26,2025-09-04,fulfilled
1781,ENG-400,Supplier A,IL,156,42400,2025-07-22,2025-08-26,2025-09-02,fulfilled
1782,TRN-400,Supplier C,NY,145,26235,2025-07-17,2025-08-19,2025-09-01,fulfilled
1783,HYD-400,Supplier C,TX,145,9182.25,2025-08-03,2025-08-24,2025-09-09,fulfilled
1784,FAX-400,Supplier A,IL,157,10600,2025-07-29,2025-08-26,2025-08-26,fulfilled
1785,RAX-400,Supplier B,IL,138,14177.5,2025-07-26,2025-08-23,2025-09-04,fulfilled
1786,CAB-400,Supplier C,FL,161,18364.5,2025-07-18,2025-08-18,2025-09-07,fulfilled
1787,ECU-400,Supplier A,CA,146,3975,2025-07-31,2025-08-18,2025-08-27,fulfilled
1788,TIR-400,Supplier B,IL,168,7088.75,2025-08-12,2025-08-26,2025-09-05,fulfilled
1789,PTO-400,Supplier C,NY,154,5247,2025-08-03,2025-08-24,2025-09-07,fulfilled
1790,FUE-400,Supplier E,NY,161,3084.6,2025-08-05,2025-08-21,2025-09-01,fulfilled
1791,ENG-500,Supplier A,FL,142,76800,2025-07-17,2025-08-21,2025-09-07,fulfilled
1792,TRN-500,Supplier C,TX,137,47520,2025-07-23,2025-08-25,2025-09-11,fulfilled
1793,HYD-500,Supplier C,FL,152,16632,2025-08-04,2025-08-25,2025-08-28,fulfilled
1794,FAX-500,Supplier A,TX,144,19200,2025-07-30,2025-08-27,2025-09-11,fulfilled
1795,RAX-500,Supplier D,CA,149,22800,2025-08-01,2025-08-26,2025-09-20,fulfilled
1796,CAB-500,Supplier E,NY,145,32592,2025-07-26,2025-08-23,2025-08-23,fulfilled
1797,ECU-500,Supplier C,FL,143,7128,2025-08-01,2025-08-22,2025-09-02,fulfilled
1798,TIR-500,Supplier B,IL,143,12840,2025-08-11,2025-08-25,2025-09-01,fulfilled
1799,PTO-500,Supplier D,NY,154,9120,2025-07-30,2025-08-23,2025-08-27,fulfilled
1800,FUE-500,Supplier E,CA,138,5587.2,2025-08-07,2025-08-23,2025-08-23,fulfilled
1801,ENG-100,Supplier A,IL,160,4480,2025-08-14,2025-09-18,2025-10-10,fulfilled
1802,TRN-100,Supplier B,FL,188,2996,2025-08-26,2025-09-25,2025-09-26,fulfilled
